segment_id,frame_id,host_ns,analysis_time_s,corner_index,x_px,y_px
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,19,191.512619,219.513321
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,20,175.557220,219.494293
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,21,159.515244,219.531464
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,22,319.509430,203.434082
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,23,303.524902,203.431274
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,24,287.482361,203.413895
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,25,271.587250,203.451385
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,26,255.553238,203.431061
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,27,239.473160,203.444946
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,28,223.577240,203.475098
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,29,207.545883,203.463852
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,30,191.497635,203.447098
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,31,175.594116,203.466034
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,32,159.491699,203.416687
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,33,319.516205,187.493652
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,34,303.542572,187.518188
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,35,287.503204,187.509415
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,36,271.559143,187.506683
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,37,255.518402,187.526489
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,38,239.489639,187.517563
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,39,223.588882,187.507019
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,40,207.512024,187.491562
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,41,191.485474,187.522690
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,42,175.543198,187.497116
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,43,159.534988,187.538239
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,44,319.529358,171.499603
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,45,303.557159,171.522598
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,46,287.501526,171.481125
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,47,271.540649,171.473343
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,48,255.551376,171.518448
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,49,239.482910,171.503815
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,50,223.582962,171.492157
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,51,207.521439,171.500732
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,52,191.523376,171.518082
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,53,175.580261,171.497177
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,54,159.528290,171.497604
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,55,319.525879,155.467758
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,56,303.550781,155.425018
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,57,287.491974,155.437592
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,58,271.524811,155.427353
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,59,255.562668,155.481110
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,60,239.505066,155.457260
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,61,223.580688,155.442215
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,62,207.505249,155.446762
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,63,191.493927,155.445877
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,64,175.552399,155.473328
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,65,159.523499,155.462738
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,66,319.537384,139.539932
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,67,303.579224,139.539886
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,68,287.513519,139.599472
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,69,271.537323,139.552811
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,70,255.541687,139.545166
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,71,239.470016,139.545654
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,72,223.587952,139.565918
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,73,207.523056,139.515060
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,74,191.487961,139.561752
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,75,175.577209,139.548752
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,76,159.511459,139.544128
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,77,319.557800,123.491875
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,78,303.563385,123.491653
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,79,287.512573,123.463341
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,80,271.529999,123.478081
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,81,255.573349,123.487030
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,82,239.474121,123.453636
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,83,223.548538,123.501640
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,84,207.527924,123.502403
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,85,191.518616,123.449226
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,86,175.559082,123.452072
pretest-J1-a0p01-d-1-r01-move-to,1414,2544869867893120,0.000000,87,159.487274,123.482033
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,0,318.503387,236.469101
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,1,302.513367,236.496964
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,2,286.566528,236.461624
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,3,270.506378,236.492142
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,4,254.548920,236.483414
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,5,238.560638,236.497375
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,6,222.476715,236.457413
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,7,206.570038,236.489304
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,8,190.523392,236.496063
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,9,174.525314,236.492722
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,10,158.593552,236.488373
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,11,318.525970,220.422760
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,12,302.496094,220.369644
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,13,286.565765,220.412964
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,14,270.523224,220.419037
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,15,254.554642,220.427246
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,16,238.562149,220.421097
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,17,222.489441,220.407394
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,18,206.563263,220.400879
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,19,190.532944,220.424988
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,20,174.483170,220.374802
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,21,158.623062,220.413330
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,22,318.577454,204.516663
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,23,302.512543,204.541351
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,24,286.608246,204.512329
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,25,270.510590,204.487595
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,26,254.591705,204.513718
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,27,238.518234,204.503662
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,28,222.554153,204.501068
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,29,206.590652,204.523087
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,30,190.579956,204.509186
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,31,174.481781,204.532150
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,32,158.587463,204.491058
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,33,318.558685,188.441757
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,34,302.492371,188.392044
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,35,286.555908,188.484253
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,36,270.512115,188.434753
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,37,254.510254,188.453308
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,38,238.546371,188.435760
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,39,222.492523,188.452316
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,40,206.574600,188.439056
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,41,190.526840,188.476379
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,42,174.499252,188.424942
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,43,158.579514,188.487366
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,44,318.558594,172.436386
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,45,302.536255,172.450668
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,46,286.591797,172.430527
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,47,270.504272,172.464935
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,48,254.538727,172.446701
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,49,238.564148,172.433380
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,50,222.491394,172.396912
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,51,206.579071,172.448090
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,52,190.534348,172.447220
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,53,174.488052,172.438217
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,54,158.614868,172.414139
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,55,318.525909,156.521667
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,56,302.520020,156.495697
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,57,286.569733,156.507690
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,58,270.495178,156.439438
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,59,254.526840,156.524612
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,60,238.608673,156.522156
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,61,222.493866,156.520493
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,62,206.604996,156.507065
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,63,190.515518,156.500793
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,64,174.558777,156.518402
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,65,158.580902,156.502457
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,66,318.526154,140.448196
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,67,302.513458,140.455917
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,68,286.586823,140.436935
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,69,270.525574,140.450668
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,70,254.539047,140.444016
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,71,238.558762,140.458511
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,72,222.532806,140.453918
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,73,206.587265,140.462891
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,74,190.527313,140.414688
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,75,174.496185,140.445038
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,76,158.572983,140.435410
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,77,318.537170,124.499893
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,78,302.502808,124.476349
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,79,286.578217,124.503685
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,80,270.523468,124.488701
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,81,254.554413,124.458824
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,82,238.554626,124.452454
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,83,222.486160,124.483627
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,84,206.569611,124.458618
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,85,190.529449,124.496849
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,86,174.518127,124.471802
pretest-J1-a0p01-d-1-r01-move-to,1422,2544869928393760,0.060501,87,158.593353,124.481461
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,0,319.498322,235.439224
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,1,303.555450,235.414551
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,2,287.455170,235.387466
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,3,271.526764,235.413300
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,4,255.556168,235.396225
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,5,239.443665,235.241196
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,6,223.544373,235.246292
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,7,207.525223,235.110596
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,8,191.483505,235.110931
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,9,175.562988,235.118912
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,10,159.484589,235.009796
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,11,319.514801,219.426025
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,12,303.517303,219.484283
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,13,287.494385,219.444321
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,14,271.553009,219.493317
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,15,255.518784,219.452225
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,16,239.457703,219.410736
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,17,223.541397,219.145264
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,18,207.526520,219.298767
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,19,191.509705,219.105209
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,20,175.568878,219.070297
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,21,159.542725,219.034592
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,22,319.522644,203.444092
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,23,303.581512,203.399704
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,24,287.471039,203.338730
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,25,271.551147,203.359604
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,26,255.523682,203.314545
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,27,239.472031,203.252335
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,28,223.544815,203.206009
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,29,207.503021,203.199051
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,30,191.488846,203.125397
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,31,175.579147,203.030685
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,32,159.508347,203.029663
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,33,319.497711,187.475327
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,34,303.576324,187.496765
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,35,287.490967,187.481140
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,36,271.553955,187.461670
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,37,255.525757,187.401108
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,38,239.492752,187.324234
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,39,223.533997,187.174576
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,40,207.490097,187.177933
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,41,191.499847,187.171249
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,42,175.568726,187.074860
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,43,159.494049,187.008652
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,44,319.509338,171.456482
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,45,303.517700,171.432861
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,46,287.509796,171.457642
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,47,271.543396,171.422394
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,48,255.524551,171.417953
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,49,239.489914,171.403091
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,50,223.570129,171.364288
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,51,207.500168,171.198608
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,52,191.473755,171.104813
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,53,175.562759,171.034988
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,54,159.532089,171.055054
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,55,319.478516,155.445847
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,56,303.581177,155.414169
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,57,287.479034,155.391403
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,58,271.541595,155.382278
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,59,255.530060,155.379044
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,60,239.461288,155.385162
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,61,223.579376,155.083023
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,62,207.521820,155.211304
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,63,191.481689,155.069870
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,64,175.541565,155.175613
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,65,159.483200,155.019913
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,66,319.549042,139.502777
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,67,303.561737,139.459122
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,68,287.477417,139.476608
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,69,271.548157,139.491882
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,70,255.534760,139.438705
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,71,239.504196,139.426346
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,72,223.570404,139.433777
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,73,207.478516,139.142349
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,74,191.486008,139.131943
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,75,175.572693,139.024170
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,76,159.472275,139.049011
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,77,319.489532,123.452339
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,78,303.550903,123.437065
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,79,287.481720,123.428139
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,80,271.540009,123.415848
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,81,255.532898,123.395638
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,82,239.472458,123.351585
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,83,223.557724,123.280785
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,84,207.528000,123.195473
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,85,191.502396,123.181557
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,86,175.581451,123.036728
pretest-J1-a0p01-d-1-r01-move-to,1430,2544869988894400,0.121001,87,159.469635,123.129807
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,0,319.433807,236.520767
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,1,303.455475,236.489120
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,2,287.385223,236.516724
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,3,271.438049,236.503769
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,4,255.460754,236.511520
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,5,239.320892,236.503967
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,6,223.491379,236.511337
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,7,207.386429,236.537155
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,8,191.436249,236.518951
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,9,175.439499,236.506516
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,10,159.418991,236.516525
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,11,319.429657,220.410522
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,12,303.312927,220.411240
pretest-J1-a0p01-d-1-r01-move-to,1438,2544870049395040,0.181502,13,287.363678,220.451279
