host_ns,event_id,stage,synthetic,command_q_J1_deg,command_q_J2_deg,command_q_J3_deg,command_q_J4_deg,command_q_J5_deg,command_q_J6_deg,actual_q_J1_deg,actual_q_J2_deg,actual_q_J3_deg,actual_q_J4_deg,actual_q_J5_deg,actual_q_J6_deg,actual_qd_J1_deg_s,actual_qd_J2_deg_s,actual_qd_J3_deg_s,actual_qd_J4_deg_s,actual_qd_J5_deg_s,actual_qd_J6_deg_s,actual_tcp_x,actual_tcp_y,actual_tcp_z,actual_tcp_rx,actual_tcp_ry,actual_tcp_rz,robot_mode,safety_mode,runtime_state,speed_scaling
2555924767355600,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924774918180,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924782480760,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924790043340,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924797605920,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924805168500,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924812731080,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924820293660,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924827856240,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924835418820,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924842981400,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924850543980,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924858106560,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924865669140,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924873231720,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924880794300,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924888356880,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924895919460,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924903482040,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924911044620,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924918607200,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924926169780,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924933732360,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924941294940,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924948857520,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924956420100,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924963982680,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924971545260,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924979107840,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924986670420,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555924994233000,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925001795580,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925009358160,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925016920740,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925024483320,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925032045900,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925039608480,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925047171060,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925054733640,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925062296220,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925069858800,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925077421380,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925084983960,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925092546540,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925100109120,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925107671700,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925115234280,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925122796860,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925130359440,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925137922020,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925145484600,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925153047180,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925160609760,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925168172340,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925175734920,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925183297500,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925190860080,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925198422660,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925205985240,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925213547820,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925221110400,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
2555925228672980,static-all-ana-d0-r01-hold-hold,static,1,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,-53.836500,-175.699200,148.288700,-137.469900,-17.512000,-112.490900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.176631,-0.185170,0.541119,0.000000,0.000000,0.000000,SIMULATED,1,0,1.0
